,Text,Sentiment
1286,VXY Added 2nd tranche short 11.33 dead cat bounce do BA bull,-1
1287,ACX Phase III statistically well St Care Morphine. 5Billion market. Conservative 10 % mkt 1x sale = 10 stock. XV BBH,1
1288,AAP Added Some !,1
1289,GOOG 15 min dot alert subscibers make HGE signal ! ! OMG serious good,1
1290,DAKT volume indicate come explosion upside ? entry 11.72 stop 11.21,1
1291,user : H break support today may drop channel tomorrow ... watch out. Posted 1/23. Next 5.25 5.00,-1
1292,X option trader appear put 9k bearish put spread Jul 20-13 put low open interest strikes. Pos. hedge,-1
1293,MSFT Breaking solid consolidation accumulation. I 've outline 3 area strength Microsoft,1
1294,"EBAY ripping , near PT around 55.50ish",1
1295,I n't trade stock system warn decline price AAP since sep 2012,-1
1296,H Closed daily T .,-1
1297,"AAP downgrade Jefferies hold buy , Jefferies said. 500 price target",1
1298,AAP Oppenheimer reduce price target 600 800 .,1
1299,AAP BC Capital lower price target 600 725 .,1
1300,AAP Hilliard yons give buy rating note issue investor Thursday,1
1301,nice ! - user : GID Working nice Bullish Base .,1
1302,AAP Netflix Is Overpriced Apple Is On Sale,1
1303,"Watchist : VBD COX CSC COF All need confirmation , confirm ... ! !",1
1304,"AAP 12 hour short sale ban present. Wonders never cease , much like sentiment shift stream",1
1305,NFX go moon. Easiest long side trade long term .,1
1306,Watch list stock trigger new buy today include - WNC DGI NTI XAY IF HTA,1
1307,MCP I seem joker game position amongst speculator !,1
1308,AAP What analyst say :,1
1309,"AAP - Should see bounce 425 current price next week , ultimately head 400",-1
1310,AAP 60 VXAP 11. Good VXAP tradable else many would hedge AAP share go long VXAP .,-1
1311,DIS bearish downside 51.50,-1
1312,BBBY - bearish back 57 easy 58.99 high,-1
1313,IBT - volume low today red bring back 21.50 23.06 high,-1
1314,TPX - easy short next move higher 50 - like IMM wait surge 3 - 15 minute red bar volume short away,-1
1315,APO - eversal confirm increasing volume .,1
1316,VVTV buy long wealth position overnight 1.80 1.90 XMAS column eBay finviz sell 2.70,-1
1317,VNG sleep long predict wake big volume surge catalyst high level 4.50 shot - 20MM day,1
1318,AMD bail 2.70 drop 2.50 thought good may rebuy go 3 catalyst confirmation end 2013 - 6.00,1
1319,"KBH trade tomorrow long condition meet I SHOT 18.24 ,18.21,18.17,18.14,18.09 18.04 cover 17.20,17.10",-1
1320,APA Back 83.55,1
1321,ANAD Over 2.54 2.70 - like two level set ups,1
1322,"THO enter confirmation tomorrow , look great ( po , yet )",1
1323,GTAT close 50SMA. MACD continue trend high near cross 0 .,1
1324,"AAP Why hard comprehend ? Classic pump & dump asset bubble Jobs die , one last pay ( parabolic 700 ) . Back normal stock",-1
1325,user brain fart earlier post. Meant ZAGG DECK. AAP buy DDD & distrib design via iTunes # FTW B great 4 ADSK,1
1326,"KCG , wonder keep paint tape hundred share lot AM ? ast time rip day~",1
1327,AMN Penny stock alert ! This thing worth cent end year .,-1
1328,"MCP When I look volume v price , transaction around 7 morning = line sand",1
1329,OVI watch list volume 10 % ave full day - line little,1
1330,ANAD watch list 1st line volume 17 % ave full day,1
1331,FBN watch list 1st lien 200-day EMA volume 19 % ave full day,1
1332,WPI - whoopie change name Actavis ACT - sound like bowel health yogurt OWS protester - still short,-1
1333,4-6 point pullback would reasonable move like that. nflx,1
1334,TIBX get love today ... gap fill around 25,1
1335,15/16 stock Watchlist higher- Hope ur listenin F KBH GPX SSQ SBX CSOD HD CHK EBAY TEX I ITG,1
1336,follow thru NKD 60c profit oh well,1
1337,CS look make move 29 look gd. I n't trade earnings : ) 31 last wk. & b/c AAP,1
1338,user come CS train leave station jump 29 stop move onto 29.21,1
1339,"MCP test high , stop get hit~",1
1340,PCN close 680 bullish today. I love VOME. If big boy want I want .,1
1341,39.50 HA big intraday level play today,1
1342,AAP Go baby go ! ! 425-440,-1
1343,"Nice deal day CHY 4.5 mil share secondary price O/N 25 HOD 27.19 , MCP trainwreck also price 37.5 mil share 6 7.34",1
1344,AMZN another free money trade today. We see land today close .,1
1345,AAP trader keep reload sell 250 lot Feb 445P. -49 delta option could create support push stock temp,1
1346,GTAT Holding 50SMA. ooks like stock could try take trip 3.62 volume come .,1
1347,AAP doji put 60 min 7 candle,1
1348,AAP buy gold miner point drill earth cash hoard. 'Be evil ' campaign ... mix,1
1349,CS look gd HOD 11:30am next station pull 30 end PT 200day magnet 31.84 still 2pts away,1
1350,GMC look good fill gap 50,1
1351,This market rollling folk Study 8/10 day green ? With momo stock lead market low AAP VXX,-1
1352,user : GMC look like free money trade today. Headed 49+ - far good,1
1353,ooking FB CST longs next wk,1
1354,Took final DDD piece 70.6 long 35.2 +100 %,1
1355,dont tech friend world own stock ... thats user : PCN No one Believes anymore :,1
1356,Why would buy AAP buy CS growth ... As AAP sell ipads Iphones like crazy CS benefit,1
1357,user NKD next NFX ? ? ?,1
1358,AAP By By 440 ! ! next 425,-1
1359,user : CS still get squeeze lol agree another 2 pt,1
1360,"gap fill , time aapl wake .",1
1361,AAP I tell ! !,-1
1362,Anybody else hear one large credit card payment processing firm ( unable process payment ) ? MA V AXP,-1
1363,AAP weekly SI finally back 30 - 1st time since autumn 2008 low trend line- Williams 80,1
1364,ANAD look break 2.70,1
1365,My pal jazzed TSA I buy first time ... user well right. user nail axe,1
1366,AAP Bull Trap Here,-1
1367,FAVED ... user : AAP It must close bottom I 'm make money short side .,1
1368,SH Enfuego ... maybe Icahn long,1
1369,AAP Ouch ! ! ! !,-1
1370,GS get 145C march option today. Will leave probably till expiration .,1
1371,SWI beaut,1
1372,Next time see free money trade free tweet ignore risk ; ) AMZN GMC,1
1373,AAP herculean task ahead 465,-1
1374,Is doomsday AAP ?,-1
1375,AAP Hmmm ower Volume ... . Will see ...,-1
1376,AAP Ouffffff,-1
1377,AAP long 445 mostly thru call ratio back spread 2 1 ratio 460/440,1
1378,user zeno123 AN course look intra-day irrelevant swing trading. sign revrs,-1
1379,listen BIG signal NVDA morning shock fast money !,1
1380,AAP share thought Have great weekend. POSTED VIDEO,-1
1381,VNG - take overnight position day 3.30 - look prime - someone accumulate - something,1
1382,"CEN hit resistance near 84 today , IMO , break , big run new high",1
1383,SCHW - new 52 week hi & look close hi - like - buy,1
1384,"CSN Good luck everyone hold long , cancer patient need !",1
1385,AET DVA nice job shake hate closing bullish doji candle day,1
1386,"AAP fail get candle close 50 % retrace day. inverse abcd , imo",-1
1387,AAP dead. No 2 way .,-1
1388,"Netflix great year week , 71 % . Wow. NFX",1
1389,Glad easy money trade over. Every joker think make money market synonym get long AAP,-1
1390,CAT ooking miss. Gap fill 89,-1
1391,INVN nice follow day great volume .,1
1392,Some breakout today : AGCO CAM F GMC HA JEC KAC MCS MOS NKE OSK PG TEX TMO TOO,1
1393,Do n't shoot mailman Point & Figure target AAP NDX QQQ Sorry # APPE Heads,-1
1394,The phase irrational exuberance come mind thinking absurd valuation company AMZN CM AX NFX DDD NKD,-1
1395,ADNC Now gap fill ... Other set ups I like : MCP CHK WCG APO,1
1396,coh -,-1
1397,ZMZ - look like big power move 24 - research see short intetest,1
1398,SEM see go .,-1
1399,user : AAP next stop 435 - low today 435. This stock may dead follow technical tee,-1
1400,AF : As noted - Clear buyable action Tues. Close +3.9 % first week. Support near 51. MOE HEE,1
1401,CAM - Closes week strong decent first day action +1.5 % coupled increase volume. MOE HEE,1
1402,QGC seem find long term range 18.50 - 8.50 - This position trade accumulate lower,1
1403,user I think FIO pure FB play ( flash ) u know analyst n't FB maybe lose youth kiddy OVE Instagram,1
1404,HP 7 straight green day little red bar signal switch track red normal profit taking,-1
1405,CBOE decreasing volume slight red bar indicate 19 straight day 's time switch red bar take profit,-1
1406,HES decrease volume red bar send back 57 - 2 point make go high - patience wait,-1
1407,HA get one red bar size ruin Jan 2 day target 46 - 4 point make go high wait first red,-1
1408,INVN - panic surge high start short entry save red bar risky timing top next move good scale start short,-1
1409,INVN keep close eye one surge short bagholders - may take 2 day first red bar finish top big short score make,-1
1410,YHOO esting nice move since November. Watching break 20.85 earnings,1
1411,GPN Inverted Head Shoulders still play ! !,1
1412,"JPM break important resistance 46,87 solid volume. The trend favour Bulls",1
1413,GIS - others - first red bar major short ! ! ! target 40 test,-1
1414,DA volume decrease look start red bar sequence,-1
1415,GPN could test 5.50 quick make major move higher 6.00 bullish,1
1416,DSCO many little bios well last week - DSCO huge day soon - 's history,1
1417,CYCC - one 5.25 5.50 buying 5.90 b/out thru 6 - go 7 easy - small float 7 million 18 % short,1
1418,GMC gap 30-35 put weak floor stock would n't surprise see spill BN ! ! everyone hot red coffee bar,-1
1419,"MCP either way , 's 2 candle back 8. Next week set tone way overall investor sentiment want take",1
1420,ZQK first sign decrease volume 3 ( 15 ) minute red bar catalyst volume - short back 5.00 easy,-1
1421,Super shot - user : Please help get viral. I mean putt pressure GOOG,1
1422,SAM nothing hold mountain green bar eft shoulder red bar head ( smallone - lol ) see red right bar start major short,-1
1423,"user I look like 's get ready beast mode. ook insider buying. Nice pick. I partake , I think. Time2research .",1
1424,user ots good setup post 3 week ago : EQIX EXPE FB GS HOG MON PII QCOM QIH SODA,1
1425,"AAP , want buy around 350",-1
1426,P see happened October Dec slide - well go happen historic rise wait red start short,-1
1427,VMI nice head shoulder form need leave shoulder see go retest 140 138 range,-1
1428,user ABV INFN CBS - look great short thanks,-1
1429,AAP weekly say 350 modicum support. The game long time back .,-1
1430,Think GMC next mini NFX making. Earnings around corner. Needs watch behaves go ?,1
1431,"What would I pay Gmail ... . 1,000 year , 2,000 ? I mean value something extraordinary ... goog",1
1432,VHC form symmetrical triangle. Breakout point 35.5. MACD bullish SI 60,1
1433,WNC consistent pattern new high sell offs - next one look like selloff,-1
1434,AIA - decent pattern patient move 21 run 23,1
1435,CTIC MYX - keep close eye volume surge - n't miss boat go fast,1
1436,OS time start uptrend fill upside gap break 7.50 yield least .50 cent test 7.50 = .50 = 1.00 - like !,1
1437,OS stock close magic number 7 hold see stabilization 7.00 retest 7.50 break point - really like one,1
1438,KBH try short Friday 18.25 test 18 come back 18.25 18.55 come back 18.33 I 'll short attempt # 2 break 18 target 16.50,-1
1439,user That IFE go turn like TPX - TPX continue red - similar pattern,-1
1440,CST look kind interesting. Needs volume. A lot .,1
1441,YHOO set 's new 2013 range 22- 30 - move start week,1
1442,NKD nov dec disease cure - believer - shorting,-1
1443,HOT - Fundamentals off. More technical play. More - >,1
1444,HFC - Great group. ooks good. More - >,1
1445,STZ - Strong breakout drift bit lower. Good action Friday. More - >,1
1446,WFC - Nothing. Still watch buy signal. More - >,1
1447,WAC - Down near 50 DMA. Great group. More - >,1
1448,Has anyone short ONP ?,-1
1449,CM good SWING trade move 175 VOME .,1
1450,ecent breakout DNKN GMC SBX appear start group move. Still form big cup bases. JVA also watch .,1
1451,INVN huge accumulation sell since July low. Starting form right side deep long consolidation pattern. On watch .,1
1452,N set beautifully,1
1453,AO ong Setup ( ising 3-methods Candle Pattern ) :,1
1454,CAT worth eye today - could see break back 100+ soon,1
1455,"JOSB hit 50/50 risk profile quant macro view , 29.50-33.50 mark model base oscillation zone , still room",-1
1456,JOSB outlier risk profile close 24 interesting see happen folk exit option 've write,-1
1457,SPX COMPQ IND CAT AAP Wall Street future unchanged result Caterpillar threat Fitch,1
1458,"If u believe AAP drop clue pre-earnings , user say watch FB",1
1459,"user : CAT Sorry , e/r NOT good I 'm say I puts. Nice wide guidance kitty cat .",-1
1460,GGC watch list gap open volume already 35 % ave full day,1
1461,DDD NICE buy opp dip back - re-entry waiting,1
1462,AN 20 % short float. may runner today,1
1463,"BAC rolling , could see 11.02 again. Bulls wait well setup",-1
1464,Take Profits & Tighten stops. SA indicate major correction looms. OCN NSM EGN BID GMC FB NKD,-1
1465,Added DT break 41.31,1
1466,keep eye SBX possible intraday bottom support daily. ike stock hold,1
1467,eading Stocks lag ES_F much bad usual rally. DDD SSYS SODA QIH Y PX KOS FT INVN,-1
1468,AAP back baby ... large company world. douse oil celebrate booking friday daytrade,1
1469,DDD - set awesome look bear flag ... .,-1
1470,"MIDD : ong 97.69. Trailing Stop 122.65 11 Stops 118.01 , 115.61 , 113.95 , 110.38 , 99.33 ... 90.46 & 87.31",1
1471,Closed ANY call today ... look re-enter pull back .,-1
1472,"Screw GS utilization lag BP , I think 's solid buy ! ook div , MP 's hot right now. Oil still need move",1
1473,DDD bear flag work well ... break go 60.55 ... .quick money ... .,-1
1474,MA break YHOD early & go high .,1
1475,WH 38.2 % retrace,1
1476,VXY We Calling AAP bottom ...,-1
1477,ZNGA move !,1
1478,CEN set near 52-week high,1
1479,"In fact I 'm go short 100 share ANY , public stop 25.11 , open downside target work call option profit",-1
1480,xrx golden crossing imminent 50sma 200sma,1
1481,AAP ow risk tight stop however would like see one get follow ( today ) good confirm .,1
1482,AET also look like upwards reversal make,1
1483,user FTC decision FHTM ripple throughout whole industry dumb dumb ! HF NS SNA,-1
1484,"VHC also get upwards reversal intraday , look good break HoD morning",1
1485,hold ZNGA long since like dec.. 2.75-2.70 big resistance.. hold abv itll go 3,1
1486,NKD hot piece bullflag !,1
1487,GS daily. See get tweezer top ABCD reversal short next day,-1
1488,GPN close magic 5.40 may popski new level trend trade,1
1489,AAP We close gap rally IMHO ...,-1
1490,"start ugly NFX today , even though saw high open ,",-1
1491,HB H & Block make bet 11 % + move April,1
1492,AEZS new hod buy 2.78 2.79 2.80 - target 3.50++ - holding overnight,1
1493,"HF NS SNA deep trouble , Fortune sell exact BS supplement , hold press conference !",-1
1494,PCN I didnt promise fill short target day ! shouldnt shock .,-1
1495,MT ( really ) ugly today ; downside volume nobody make doji accumulation attempts. 65 min,-1
1496,Added short TM portfolio,-1
1497,Definitely major top/high today 3d printing. back show period group.have exit plan rally methinks DDD SSYS,-1
1498,"user EPS South African payment system company ... really KCG , even technically ... DONT BY !",-1
1499,VNG may go green today test high 3.29 long today 's buy 3.18,1
1500,PETM ooks like water come garden hose ...,-1
1501,ANY weird action ... seem like 's artificially stuck 25 ...,-1
1502,YHOO break 10y channel 21-22 resistance ? mid term bearish proven otherwise,-1
1503,FX big morning gapper,1
1504,SH go hard ya baby ! ! !,1
1505,good end day volume come DECK MAKO,1
1506,watch CM s VMW,-1
1507,seller step 89.25 vmw .,-1
1508,IMN good earnings 23 % short. look move .,1
1509,AAP DownTrend After Market = Bullish Sentiment For Tomorrow !,-1
1510,My pal user long strong YHOO 15 axe stock. Took much abuse .,1
